Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Country,City,Quantity
218,BP-2021-148796,4/22/2021,4/29/2021,Standard Class,AB-10165,Pham Thi Hien Anh,Viet Nam,Thai Binh,1
219,BT-2020-154816,4/22/2020,4/29/2020,Standard Class,AB-10165,Pham Khac Viet Anh,Viet Nam,Thai Binh,1
220,CM-2021-110478,4/22/2021,4/29/2021,Standard Class,JO-15550,Do Hoang Gia Bao,Viet Nam,Long An,1
221,CB-2021-110478,4/22/2021,4/29/2021,Standard Class,JO-15550,Tran Thi Minh Chau,Viet Nam,Dien Bien,1
222,CB-2021-142048,1/17/2021,1/24/2021,Standard Class,JO-15550,Tang Phuong Chi,Viet Nam,Thanh Hoa,1
223,DN-2021-125388,3/31/2021,4/4/2021,Standard Class,JO-15550,Gan Feng Du,Viet Nam,Nghe An,1
224,DN-2021-125388,12/16/2021,12/20/2021,Standard Class,JO-15550,Pham Tien Dung,Viet Nam,Lao Cai,1
225,DN-2021-155705,12/20/2021,12/24/2021,Standard Class,JO-15550,Nguyen Thoi Duong,Viet Nam,Yen Bai,1
226,DB-2021-149160,11/9/2021,11/11/2021,Standard Class,JO-15550,Tran An Duong,Viet Nam,Quang Binh,1
227,DB-2021-149160,11/9/2021,11/11/2021,Standard Class,Dl-13600,Mac Trung Duc,Viet Nam,Quang Tri,1
228,DB-2021-101476,11/11/2021,11/11/2021,Standard Class,AS-10285,Vu Huong Giang,Viet Nam,Ha Noi,1
229,DB-2021-152275,11/12/2021,11/11/2021,Standard Class,JK-15370,Pham Vu Ngoc Diep,Viet Nam,Ha Noi,1
230,DN-2021-123750,11/13/2021,7/19/2021,First Class,BN-11470,Tran Duc Duong,Viet Nam,Hau Giang,1
231,DT-2021-123750,11/14/2021,11/2/2021,Standard Class,BN-11470,Nguyen Quoc Huy,Viet Nam,Thai Nguyen,1
232,DT-2021-123750,11/15/2021,7/2/2021,Standard Class,BN-11470,Pham Bao Linh,Viet Nam,Ninh Binh,1
233,DT-2021-123750,11/16/2021,7/2/2021,Second Class,DP-13165,Dinh Thuy Linh,Viet Nam,Thai Binh,1
234,GL-2021-127369,11/17/2021,10/10/2021,Second Class,DP-13165,Nguyen Thuy Linh,Viet Nam,Thai Binh,1
235,HG-2021-150574,11/18/2021,7/27/2021,Second Class,DP-13165,Do Ha Linh,Viet Nam,Ha Nam,1
236,DB-2021-150574,11/19/2021,7/27/2021,First Class,TH-21550,Vu Thuy Linh,Viet Nam,Nghe An,1
237,SL-2021-147375,11/20/2021,6/13/2021,Standard Class,AP-10915,Do Thuy Linh,Viet Nam,Hoa Binh,1
238,SL-2021-147375,11/21/2021,6/13/2021,Standard Class,RS-19765,Hoàng Nhat Mai,Viet Nam,Son La,1
239,SL-2021-130043,11/22/2021,6/13/2021,Standard Class,RS-19765,Nguyen Trong Minh,Viet Nam,Dien Bien,1
240,HN-2021-157252,11/23/2021,10/31/2021,Standard Class,RS-19765,Ngu Gia Minh,Viet Nam,Thanh Hoa,1
241,HN-2021-115756,11/24/2021,6/13/2021,Standard Class,Dl-13600,Mai Hoàng Minh,Viet Nam,Hau Giang,1
242,HN-2021-115756,11/25/2021,6/13/2021,First Class,SV-20365,Do Hai Nam,Viet Nam,Kien Giang,1
243,HN-2021-115756,11/26/2021,6/13/2021,Standard Class,KC-16540,Tran Bao Ngon,Viet Nam,Long An,1
244,HN-2021-115756,11/27/2021,9/19/2021,Standard Class,CK-12325,Tran Kim Ngon,Viet Nam,Ho Chi Minh,1
245,HN-2021-115756,11/28/2021,9/19/2021,Second Class,CK-12325,Do Minh Ngoc,Viet Nam,Ba Ria Vung Tau,1
246,HN-2021-115756,11/29/2021,5/14/2021,Second Class,RD-19810,Bui Khonh Ngoc,Viet Nam,Binh Duong,1
247,HN-2021-154214,11/30/2021,3/21/2021,Standard Class,MP-17965,Tran Uyon Nhi,Viet Nam,Nghe An,1
248,HN-2021-166674,12/1/2021,12/31/2021,Second Class,MP-17965,Pham Dang Gia Nhu,Viet Nam,Ha Tinh,1
249,HT-2021-166674,12/2/2021,7/31/2021,Second Class,MR-17545,Lo Tat Hoàng Phot,Viet Nam,Quang Binh,1
250,HT-2021-166674,12/3/2021,7/31/2021,Second Class,SC-20695,Dào Tuan Phong,Viet Nam,Quang Tri,1
251,HT-2021-166674,12/4/2021,7/31/2021,Second Class,JF-15355,Nguyen Phy Hai Phong,Viet Nam,Tien Giang,1
252,HT-2021-166675,12/5/2021,7/31/2021,Second Class,JF-15355,Tran Trung Phong,Viet Nam,Tra Vinh,1
253,SL-2021-166676,12/6/2021,6/4/2021,Second Class,EG-13900,Bui Thành Tai,Viet Nam,Da Nang,1
254,HY-2021-166677,12/7/2021,6/4/2021,Second Class,EG-13900,Dang Thanh Thao,Viet Nam,Nghe An,1
255,SL-2021-166678,12/8/2021,6/4/2021,Second Class,EG-13900,Nguyen Truong Thinh,Viet Nam,Lao Cai,1
256,KH-2021-166679,12/9/2021,6/4/2021,Second Class,EG-13900,Duong Phyc Thinh,Viet Nam,Yen Bai,1
257,KG-2021-166680,12/10/2021,6/4/2021,Second Class,EG-13900,Nguyen Minh Thu,Viet Nam,Quang Binh,1
258,HP-2021-166681,12/11/2021,11/15/2021,Second Class,DS-13030,Bui Trung Minh Tro,Viet Nam,Quang Tri,1
259,SL-2020-166682,12/12/2020,3/22/2020,Second Class,DS-13030,Hoàng Quoc Trung,Viet Nam,Ha Noi,1
260,PT-2020-166683,12/13/2020,3/22/2020,Second Class,DS-13030,Vu Huu Minh Tuong,Viet Nam,Ha Noi,1
261,QN-2020-166684,12/14/2020,3/22/2020,Second Class,DS-13030,Lo Thi Phuong Vy,Viet Nam,Hau Giang,1
262,SL-2020-166685,12/15/2020,3/22/2020,Standard Class,DS-13030,Dong Duc Anh ,Viet Nam,Kien Giang,1
263,SL-2021-166686,12/16/2021,11/27/2021,Standard Class,DS-13030,Vu Ngon Anh ,Viet Nam,Long An,1
264,SL-2021-166687,12/17/2021,11/27/2021,Standard Class,GZ-14470,Tran Mai Quynh Anh,Viet Nam,Soc Trang,1
265,SL-2021-166688,12/18/2021,10/23/2021,Standard Class,PO-19195,Nguyen Thi Tung Chi,Viet Nam,Tra Vinh,1
266,SL-2021-166689,12/19/2021,12/25/2021,Standard Class,PO-19195,Pham Quang Dung,Viet Nam,Da Nang,1
267,SL-2021-166690,12/20/2021,12/25/2021,Standard Class,PO-19195,Nguyen Tung Duong,Viet Nam,Quang Nam,1
268,HN-2021-166691,12/21/2021,1/27/2021,Standard Class,SS-20875,Pham Duc Dat ,Viet Nam,Quang Ngai,1
269,HN-2021-166692,12/22/2021,1/27/2021,Standard Class,SS-20875,Nguyen Hai Dung ,Viet Nam,Binh Dinh,1
270,HN-2021-166693,12/23/2021,1/27/2021,Standard Class,SS-20875,Nguyen Duy Duc,Viet Nam,Phu Yen,1
271,HN-2021-166694,12/24/2021,1/27/2021,Standard Class,SS-20875,Nguyen Vu Minh Duc,Viet Nam,Ha Giang,1
272,HN-2020-166695,12/25/2020,3/26/2020,Standard Class,JM-15265,Trinh Viet Duc,Viet Nam,Ninh Binh,1
273,VP-2021-166696,12/26/2021,3/26/2021,Standard Class,SD-20485,Luu Huong Giang,Viet Nam,Thai Binh,1
274,TQ-2021-166697,12/27/2021,3/26/2021,Standard Class,KH-16630,Quan Gia Hon ,Viet Nam,Thai Binh,1
275,QB-2021-166698,12/28/2021,1/25/2021,Standard Class,RB-19795,Nguyen Trong Hieu ,Viet Nam,Long An,1
276,QN-2021-166699,12/29/2021,5/23/2021,Standard Class,RB-19795,Nguyen Quang Hung,Viet Nam,Dien Bien,1
277,SL-2021-166700,12/30/2021,5/23/2021,Standard Class,RB-19795,Tran Gia Huy,Viet Nam,Thanh Hoa,1
278,TN-2020-166701,12/31/2020,1/2/2020,Second Class,RB-19795,Dang Vu Huy,Viet Nam,Nghe An,1
279,ST-2021-166702,1/1/2021,10/26/2021,Standard Class,DB-13060,Pham Ngoc Huyen,Viet Nam,Lao Cai,1
280,TH-2021-166703,1/2/2021,10/26/2021,Second Class,MK-18160,Tran Ngoc Khonh,Viet Nam,Yen Bai,1
281,TV-2021-166704,1/3/2021,9/7/2021,Second Class,MK-18160,Bui Duc Kion ,Viet Nam,Quang Binh,1
282,PY-2021-166705,1/4/2021,9/7/2021,Second Class,PO-19180,Bui Hai Lom ,Viet Nam,Quang Tri,1
283,LC-2021-166706,1/5/2021,9/7/2021,Second Class,PO-19180,Duong Khanh Linh,Viet Nam,Ha Noi,1
284,HN-2021-166707,2/12/2021,10/8/2021,Second Class,BB-11545,Tran Huy Hoang Linh,Viet Nam,Ha Noi,1
285,HB-2020-166708,2/13/2020,10/8/2020,Second Class,CV-12805,Tran Nhat Long,Viet Nam,Hau Giang,1
286,HD-2021-166709,2/14/2021,1/4/2021,Standard Class,PK-19075,Tran Duc Luong,Viet Nam,Thai Nguyen,1
287,HN-2021-166710,2/15/2021,1/4/2021,Standard Class,PK-19075,Nguyen Duc Minh,Viet Nam,Ninh Binh,1
288,HN-2021-140963,2/16/2021,1/4/2021,Standard Class,PK-19075,Doàn Hai Minh,Viet Nam,Thai Binh,1
289,HN-2021-166712,2/17/2021,1/4/2021,Standard Class,PK-19075,Mai Xuon Minh ,Viet Nam,Thai Binh,1
290,HN-2021-166713,2/18/2021,11/7/2021,Standard Class,PK-19075,Bui Xuon Nam ,Viet Nam,Ha Nam,1
291,HN-2020-166714,2/19/2020,9/22/2020,Standard Class,PK-19075,Bui Khonh Ngoc ,Viet Nam,Nghe An,1
292,HN-2021-166715,2/20/2021,9/22/2021,Standard Class,TB-21595,Mai Phuong Ngoc ,Viet Nam,Hoa Binh,1
293,HN-2021-166716,2/21/2021,9/22/2021,First Class,RB-19360,Nguyen Yen Nhi ,Viet Nam,Binh Duong,1
294,HN-2021-166717,2/22/2021,7/26/2021,First Class,RB-19360,Dinh Ngoc Quynh Nhu,Viet Nam,An Giang,1
295,HN-2021-166718,2/23/2021,7/26/2021,First Class,RB-19360,Nguyen Minh Phuong,Viet Nam,Bac Lieu,1
296,HN-2021-166719,2/24/2021,9/14/2021,First Class,RB-19360,Nguyen Minh Quon ,Viet Nam,Ben Tre,1
297,HN-2020-166720,2/25/2020,12/5/2020,Second Class,RB-19360,Nguyen Thyy Quynh ,Viet Nam,Can Tho,1
298,HN-2020-166721,2/26/2020,12/5/2020,Second Class,RB-19360,Lo Thi Minh Tom ,Viet Nam,Dong Thap,1
299,HN-2020-166722,2/27/2020,12/5/2020,Second Class,EB-13705,Hoàng Duc Thanh,Viet Nam,Binh Dinh,1
300,SL-2020-166723,2/28/2020,12/5/2020,Standard Class,EB-13705,Nguyen Duc Thien,Viet Nam,Phu Yen,1
301,LC-2020-166724,3/1/2020,12/5/2020,Standard Class,KH-16630,Pham Thi Thu Trang,Viet Nam,Khanh Hoa,1
302,LC-2020-166725,3/2/2020,7/9/2020,Standard Class,SC-20095,Dong Thanh Phuong,Viet Nam,Ha Giang,1
303,LC-2020-166726,3/3/2020,7/9/2020,Second Class,NF-18385,Vu Duc Nghia,Viet Nam,Tuyen Quang,1
304,LC-2021-166727,3/4/2021,3/24/2021,Standard Class,NF-18385,Tran Duc Hoan,Viet Nam,Bac Kan,1
305,LC-2021-166728,3/5/2021,3/24/2021,Standard Class,JH-15985,Nguyen Thanh Tung,Viet Nam,Thai Nguyen,1
306,LC-2021-166729,3/6/2021,3/24/2021,Standard Class,JH-15985,Pham Hong Son,Viet Nam,Lang Son,1
307,LC-2021-166730,3/7/2021,3/24/2021,Standard Class,JH-15985,Nguyen Manh Dung,Viet Nam,Bac Giang,1
308,LC-2021-166731,3/8/2021,1/13/2021,Standard Class,TN-21040,Pham Van Cung,Viet Nam,Ha Noi,1
309,LC-2021-166732,3/9/2021,1/13/2021,Standard Class,TN-21040,Nguyen Hong Nam ,Viet Nam,Bac Ninh,1
310,SL-2020-166733,3/10/2020,8/15/2020,Standard Class,TN-21040,Nguyen Duy Hung,Viet Nam,Ha Noi,1
311,HN-2021-166734,3/11/2021,8/15/2021,Standard Class,TN-21040,Nguyen Binh Minh,Viet Nam,Lai Chau,1
312,HN-2021-166735,3/12/2021,8/15/2021,Standard Class,TN-21040,Trinh Xuan Cuong,Viet Nam,Ha Noi,1
313,SL-2021-166736,3/13/2021,8/15/2021,Standard Class,JS-15940,Luu Van Tuan,Viet Nam,Ha Noi,1
314,HN-2021-166737,3/14/2021,7/16/2021,Second Class,DS-13180,Quan Van Tao ,Viet Nam,Ha Noi,1
315,HN-2020-166738,7/16/2020,7/21/2020,Standard Class,CC-12670,Nguyen Thi Linh,Viet Nam,Ho Chi Minh,1
316,HN-2021-166739,9/18/2021,9/23/2021,Standard Class,MH-17785,Nguyen Quang Thang,Viet Nam,Ho Chi Minh,1
317,HN-2021-166740,9/18/2021,9/23/2021,Standard Class,JP-15520,Tran Thanh Tung,Viet Nam,Long An,1
318,HN-2021-166741,9/18/2021,9/23/2021,Standard Class,JP-15520,Dang Hung Thinh ,Viet Nam,Thai Nguyen,1
319,HN-2021-166742,12/22/2021,12/27/2021,First Class,JP-15520,Pham Duc Thang,Viet Nam,Ninh Binh,1
320,HN-2020-166743,9/7/2020,9/12/2020,First Class,JP-15520,Tran Thanh,Viet Nam,Thai Binh,1
321,HN-2021-166744,10/22/2021,10/28/2021,First Class,JP-15520,Bui Thanh Tung,Viet Nam,Thai Binh,1
322,HN-2021-166745,12/5/2021,12/9/2021,Standard Class,JP-15520,Bui Truong Son,Viet Nam,Ha Nam,1
323,SL-2021-166746,12/5/2021,12/9/2021,Standard Class,KH-16690,Duong The Tung,Viet Nam,Nghe An,1
324,SL-2021-166747,12/5/2021,12/9/2021,Standard Class,JE-15475,Tran Tang Xuan,Viet Nam,Hoa Binh,1
325,SL-2021-166748,12/5/2021,12/9/2021,Standard Class,JG-15805,Dao Xuan Manh,Viet Nam,Son La,1
326,HN-2021-166749,3/13/2021,3/16/2021,Standard Class,JG-15805,Tran  Hoan,Viet Nam,Dien Bien,1
327,HD-2020-166750,3/13/2020,3/16/2020,Standard Class,XP-21865,Nguyen Duc Thuan,Viet Nam,Thanh Hoa,1
328,HD-2021-166751,5/31/2021,6/2/2021,Standard Class,EM-14065,Doan The Hung,Viet Nam,Nghe An,1
329,HD-2021-166752,5/31/2021,6/2/2021,Standard Class,EM-14065,Mai Xuan Khai,Viet Nam,Lao Cai,1
330,HD-2021-166753,5/31/2021,6/2/2021,Standard Class,MT-18070,Bui Binh Minh,Viet Nam,Yen Bai,1
331,HD-2020-166754,5/28/2020,6/3/2020,First Class,MT-18070,Bui Van Dat,Viet Nam,Quang Binh,1
332,TN-2021-166755,3/1/2021,3/6/2021,First Class,MT-18070,Mai Ngoc Tan,Viet Nam,Hoa Binh,1
333,HN-2020-166756,11/20/2020,11/24/2020,First Class,SA-20830,Nguyen Khanh Hoai,Viet Nam,Binh Duong,1
334,TN-2021-166757,11/20/2021,11/24/2021,Standard Class,CW-11905,Dinh Van Dien,Viet Nam,An Giang,1
335,HG-2021-166758,5/11/2021,5/12/2021,Standard Class,CW-11905,Nguyen Duc Tien,Viet Nam,Bac Lieu,1
336,HG-2021-166759,12/28/2021,12/31/2021,Standard Class,CW-11905,Nguyen Van Hung,Viet Nam,Ben Tre,1
337,HG-2021-166760,11/16/2021,11/20/2021,Standard Class,AJ-10960,Nguyen Anh Tuan,Viet Nam,Can Tho,1
338,LC-2021-166761,11/7/2020,11/11/2020,Standard Class,AJ-10960,Lo Binh Nguyen,Viet Nam,Dong Thap,1
339,LC-2021-166762,9/8/2021,9/12/2021,Standard Class,SS-20590,Hoang Quang Hung,Viet Nam,Binh Dinh,1
340,HN-2021-166763,9/8/2021,9/12/2021,Second Class,RO-19780,Do Quoc Thang,Viet Nam,Phu Yen,1
341,HY-2021-166764,9/8/2021,9/12/2021,Standard Class,MD-17350,Pham Manh Hung,Viet Nam,Khanh Hoa,1
342,HY-2021-166765,9/8/2021,9/12/2021,Second Class,SC-20095,Luong Thi Thyy An,Viet Nam,Ha Giang,1
343,HY-2020-166766,9/8/2020,9/12/2020,Second Class,SC-20095,Bui Quynh Anh,Viet Nam,Tuyen Quang,1
344,HY-2021-166767,9/8/2021,9/12/2021,Standard Class,SC-20095,Pham Phuong Anh,Viet Nam,Bac Kan,1
345,HY-2020-166768,9/8/2020,9/12/2020,Second Class,SC-20095,Pham Hoang Bich,Viet Nam,Thai Nguyen,1
346,HY-2021-166769,8/5/2021,8/9/2021,Standard Class,MY-17380,Doan Viet Bach,Viet Nam,Lang Son,1
347,HY-2021-166770,8/5/2021,8/9/2021,Standard Class,MY-17380,Tran Lo Gia Bao,Viet Nam,Bac Giang,1
348,SL-2021-166771,8/5/2021,8/9/2021,Standard Class,MY-17380,Bui Ngoc Chi,Viet Nam,Ha Noi,1
349,SL-2021-166772,9/14/2021,9/19/2021,First Class,MY-17380,Ng Hoàng Kim Cuong,Viet Nam,Bac Ninh,1
350,HN-2021-166773,9/14/2021,9/19/2021,First Class,MY-17380,Hoàng Trung Dung,Viet Nam,Ha Noi,1
351,HN-2020-166774,4/21/2020,4/25/2020,Standard Class,EB-13705,Pham Anh Duy,Viet Nam,Lai Chau,1
352,HN-2020-216775,11/21/2020,11/23/2020,Standard Class,CM-12385,Bui Cung Duy,Viet Nam,Ha Noi,1
353,HN-2021-166776,11/21/2021,11/23/2021,Standard Class,CM-12385,Bui Nhat Duong,Viet Nam,Ha Noi,1
354,HN-2021-166777,12/15/2021,12/19/2021,Standard Class,CM-12385,Do Duy Doan,Viet Nam,Ha Noi,1
355,HN-2021-166778,12/5/2021,12/9/2021,First Class,CM-12385,Do Duy Hai,Viet Nam,Ho Chi Minh,1
356,HN-2021-166779,12/5/2021,12/9/2021,First Class,LS-17245,Luong Bao Han,Viet Nam,Ho Chi Minh,1
357,HN-2021-166780,11/19/2021,11/24/2021,Second Class,LS-17245,Do Gia Han,Viet Nam,Long An,1
358,HN-2021-166781,11/19/2021,11/24/2021,Second Class,LF-17185,Pham Minh Hien,Viet Nam,Thai Nguyen,1
359,HN-2021-166782,11/19/2021,11/24/2021,Second Class,BN-11515,Nguyen Duc Hieu,Viet Nam,Ninh Binh,1
360,HN-2021-166783,11/28/2021,12/2/2021,Second Class,BN-11515,Pham Gia Huy,Viet Nam,Thai Binh,1
361,HN-2021-166784,8/26/2021,8/30/2021,First Class,AD-10180,Nguyen Minh Huyen,Viet Nam,Thai Binh,1
362,HN-2021-166785,7/16/2021,7/22/2021,Standard Class,AD-10180,Bui Cung Khanh,Viet Nam,Ha Nam,1
363,HN-2021-166786,7/16/2021,7/22/2021,Second Class,AD-10180,Nguyen Hoang Lam,Viet Nam,Nghe An,1
364,LC-2021-166787,10/12/2021,10/14/2021,Second Class,AD-10180,Van Tien Long,Viet Nam,Hoa Binh,1
365,LC-2020-166788,10/12/2020,10/14/2020,Standard Class,DB-13210,Hoang Hai Minh,Viet Nam,Son La,1
366,LC-2021-166789,10/12/2021,10/14/2021,Standard Class,DB-13210,Nguyen Tuan Minh,Viet Nam,Dien Bien,1
367,LC-2021-166790,10/12/2021,10/14/2021,Standard Class,DB-13210,Do Tran Nam,Viet Nam,Quang Nam,1
368,LC-2021-166791,10/12/2021,10/14/2021,Second Class,MC-17605,Tran Duc Nam,Viet Nam,Quang Ngai,1
369,LC-2020-166792,10/31/2020,11/6/2020,Second Class,LH-17155,Nguyen Bao Nam,Viet Nam,Binh Dinh,1
370,ND-2020-166793,3/21/2020,3/25/2020,Second Class,LH-17155,Tran Vu Ha Ngon,Viet Nam,Phu Yen,1
371,ND-2021-166794,3/21/2021,3/25/2021,Second Class,BD-11605,Pham Tran Lan Nhi,Viet Nam,Ha Giang,1
372,ND-2021-166795,11/6/2021,11/13/2021,First Class,PH-18790,Nguyen Dang Phong,Viet Nam,Ninh Binh,1
373,ND-2021-166796,7/6/2021,7/13/2021,First Class,PH-18790,Bui An Phi,Viet Nam,Thai Binh,1
374,ND-2021-166797,9/5/2021,9/7/2021,First Class,MG-18145,Do Duc Phong,Viet Nam,Thai Binh,1
375,ND-2021-166798,9/5/2021,9/7/2021,Standard Class,MG-18145,Nguyen Hong Phong,Viet Nam,Long An,1
376,ND-2021-166799,3/5/2021,3/24/2021,Standard Class,MG-18145,Bui Dam Mai Phuong,Viet Nam,Dien Bien,1
377,ND-2021-166800,3/6/2021,3/24/2021,Standard Class,KB-16240,Pham Minh Phuong,Viet Nam,Thanh Hoa,1
378,SL-2021-166801,3/7/2021,3/24/2021,Standard Class,JC-15340,Nguyen Huu Thanh,Viet Nam,Nghe An,1
379,SL-2021-166802,3/8/2021,1/13/2021,Standard Class,RL-19615,Lai Huong Thao,Viet Nam,Lao Cai,1
380,SL-2021-166803,3/9/2021,1/13/2021,Standard Class,RL-19615,Nguyen Quang Thien,Viet Nam,Yen Bai,1
381,SL-2020-166804,3/10/2020,8/15/2020,Standard Class,AA-10375,Bui Quang Tan,Viet Nam,Quang Binh,1
382,SL-2021-216805,3/11/2021,8/15/2021,Standard Class,EP-13915,Lo Vi Phuong Trinh,Viet Nam,Quang Tri,1
383,SL-2021-166806,3/12/2021,8/15/2021,Standard Class,MP-17470,Vu Hieu Trung,Viet Nam,Ha Noi,1
384,SL-2021-166807,3/13/2021,8/15/2021,Second Class,DK-12985,Nguyen Hoang Vy,Viet Nam,Ha Noi,1
385,SL-2021-166808,3/14/2021,7/16/2021,Second Class,DK-12985,Vu Hai Ha An,Viet Nam,Hau Giang,1
386,SL-2020-166809,7/16/2020,7/21/2020,Second Class,BD-11500,Pham The An,Viet Nam,Kien Giang,1
387,HD-2021-166810,9/18/2021,9/23/2021,Standard Class,ES-14080,Nguyen Tu Lan Anh,Viet Nam,Long An,1
388,TN-2021-166811,9/18/2021,9/23/2021,Standard Class,LM-17065,Tran Hoang Anh,Viet Nam,Soc Trang,1
389,BG-2021-166812,9/18/2021,9/23/2021,Standard Class,PG-18895,Pham Truc Anh,Viet Nam,Tra Vinh,1
390,BN-2021-156986,12/22/2021,12/27/2021,Standard Class,PG-18895,Nguyen Thuy Anh,Viet Nam,Da Nang,1
391,BN-2020-166814,9/7/2020,9/12/2020,Standard Class,PG-18895,Nguyen Thao Anh,Viet Nam,Quang Nam,1
392,NB-2021-166815,10/22/2021,10/28/2021,Standard Class,AS-10135,Doàn Duy Bao,Viet Nam,Quang Ngai,1
393,NB-2021-166816,12/5/2021,12/9/2021,Standard Class,AS-10135,Lo Thuy Chi,Viet Nam,Binh Dinh,1
394,NB-2021-166817,12/5/2021,12/9/2021,Standard Class,DK-13225,Tran Viet Cuong,Viet Nam,Phu Yen,1
395,LS-2021-166818,12/5/2021,12/9/2021,Standard Class,DK-13225,Duong Minh Dung,Viet Nam,Ha Giang,1
396,LS-2021-166819,12/5/2021,12/9/2021,Standard Class,DK-13225,Lo Sy Dung,Viet Nam,Ninh Binh,1
397,LS-2021-166820,3/13/2021,3/16/2021,Standard Class,BD-11320,Nguyen The Duy,Viet Nam,Thai Binh,1
398,LC-2020-166821,3/13/2020,3/16/2020,Standard Class,RC-19960,Nguyen Ngoc Ha,Viet Nam,Thai Binh,1
399,HN-2021-166822,5/31/2021,6/2/2021,Standard Class,GT-14710,Nguyen Duc Gia Hua,Viet Nam,Long An,1
400,HN-2021-100720,5/31/2021,6/2/2021,Standard Class,DK-13225,Dào Thanh Huy,Viet Nam,Dien Bien,1
401,HN-2021-152156,5/31/2021,6/2/2021,Standard Class,AJ-10945,Dào Nguyen Gia Huy,Viet Nam,Thanh Hoa,1
402,CA-2020-105074,5/28/2020,6/3/2020,Standard Class,OT-18730,Ng Huu Bonh Hung,Viet Nam,Nghe An,1
403,CA-2021-133690,3/1/2021,3/6/2021,Standard Class,OT-18730,Lo Hoang Hung,Viet Nam,Lao Cai,1
404,CA-2020-133690,11/20/2020,11/24/2020,Standard Class,OT-18730,Doàn Vinh Hung,Viet Nam,Yen Bai,1
405,US-2021-116701,11/20/2021,11/24/2021,Standard Class,LP-17080,Dang Huu Khanh,Viet Nam,Quang Binh,1
406,CA-2021-126382,5/11/2021,5/12/2021,Standard Class,LP-17080,Bui Nam Khanh,Viet Nam,Quang Tri,1
407,CA-2021-108329,11/8/2021,11/11/2021,First Class,CA-12775,Vu Thien Khiem,Viet Nam,Ha Noi,1
408,CA-2021-135860,6/7/2021,13/07/2021,Standard Class,CA-12775,Doan Bo Khuyen,Viet Nam,Ha Noi,1
409,CA-2021-135860,24/06/2021,29/06/2021,Second Class,JF-15490,Tran Phuong Linh,Viet Nam,Hau Giang,1
410,CA-2021-135860,3/8/2021,5/8/2021,Standard Class,JF-15490,Vu Ty Linh,Viet Nam,Thai Nguyen,1
411,CA-2021-135860,3/8/2021,5/8/2021,First Class,FP-14320,Do Vu Ngoc Linh,Viet Nam,Ninh Binh,1
412,CA-2021-135860,17/12/2021,21/12/2021,First Class,EB-13840,Hoàng Phuong Linh,Viet Nam,Thai Binh,1
413,CA-2021-101007,3/6/2021,7/6/2021,Second Class,EB-13840,Hoang Lo Minh Long,Viet Nam,Thai Binh,1
414,CA-2021-146262,9/12/2021,14/12/2021,Standard Class,EB-13840,Ng Thi Ngoc Luong,Viet Nam,Ha Nam,1
415,CA-2021-146262,1/12/2021,7/12/2021,Standard Class,EB-13840,Pham Thien An,Viet Nam,Nghe An,1
416,CA-2021-146262,1/12/2021,7/12/2021,Standard Class,JF-15415,Nguyen Anh Tuan,Viet Nam,Hoa Binh,1
417,CA-2021-146262,1/12/2021,7/12/2021,Standard Class,JF-15415,Tran Anh Thien,Viet Nam,Ha Noi,1
418,CA-2021-146262,1/12/2021,7/12/2021,Standard Class,JF-15415,Le Anh Khoa,Viet Nam,Tp HCM,1
419,CA-2021-130162,1/12/2021,7/12/2021,Standard Class,JF-15415,Ma Ngoc Vu,Viet Nam,Tp HCM,1
420,CA-2021-130162,9/2/2021,13/02/2021,Standard Class,SF-20200,Nguyen Thanh Tung,Viet Nam,Binh Duong,1
421,CA-2021-169397,2/1/2021,9/1/2021,Second Class,TG-21640,Tran Thanh,Viet Nam,Binh Phuoc,1
422,CA-2021-169397,2/1/2021,9/1/2021,Standard Class,TG-21640,Hoang Ton,Viet Nam,Binh Thuan,1
423,CA-2021-169397,2/1/2021,9/1/2021,Standard Class,TG-21640,Nguyen Minh Duc,Viet Nam,Tp HCM,1
424,CA-2021-169397,2/1/2021,9/1/2021,Standard Class,CS-11950,Pham Vu Thuy Chi,Viet Nam,Ha Noi,1
425,CA-2021-169397,2/1/2021,9/1/2021,Standard Class,CS-11950,Duong Trieu Vu,Viet Nam,Ha Noi,1
426,CA-2021-169397,28/10/2021,1/11/2021,Standard Class,CC-12145,Pham Minh Khanh,Viet Nam,Ben Tre,1
427,CA-2021-163055,28/10/2021,1/11/2021,Standard Class,DV-13465,Nguyen Quang Duy,Viet Nam,Ben Tre,1
428,CA-2021-163055,24/12/2021,27/12/2021,Standard Class,DV-13465,Nguyen Hoang Duc,Viet Nam,Ha Noi,1
429,CA-2021-163055,24/12/2021,27/12/2021,First Class,DV-13465,Ton Hoang Giang,Viet Nam,Ha Noi,1
430,US-2021-145436,24/12/2021,27/12/2021,First Class,DV-13465,Kanye West,Viet Nam,Thanh Hoa,1
431,US-2021-145436,24/12/2021,27/12/2021,First Class,DV-13465,Nguyen Duc Trong,Viet Nam,Thua Thien Hue,1
432,US-2021-156216,24/12/2021,27/12/2021,First Class,BD-11725,Travis Scott,Viet Nam,Gia Lai,1
433,US-2021-100930,24/12/2021,27/12/2021,First Class,BD-11725,Dang Le Nguyen Vu,Viet Nam,Ha Noi,1
434,US-2021-100930,9/8/2021,16/08/2021,First Class,ZC-21910,Tran Duc Khiem,Viet Nam,Ha Nam,1
